File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
Orange Stripe # 41 English.pdf,FY-21,Orange Stripe,41 / FY-21,,,,,,,,,,,,,,,1. Work permit was taken for the job 2. Six directional hazards were filled in the Work permit. 3. I.P was using proper PPE’S (Hand gloves used). 4. He is an experienced workman(Approx. 6 Years),1. Design of tail take up assembly to be reviewed. 2. SOP to be revised for taking measurement. 3. Quality of bolt to be checked at TSL lab.,LTI,2021.0
Orange Stripe # 38 English.pdf,FY-21,Orange Stripe,38 /FY-21,11/08/2020 Time: 00:50AM,00:50AM,K-L BAY TSCR SEGMENT SHOP,"Mills Mechanical Maintenance, (TSCR)",TSCR Caster,LTI of a contractor employee,Hairline fracture in the left foot below knee,Contractor,,,"R2 (C4, F3)",,No,,,,LTI,2021.0
Orange Stripe # 38 English.pdf,FY-21,Orange Stripe,38 / FY-21,,,,,,,,,,,,,,,1) SOP of segment /mould transfer was available at the incident site. 2) Proper work permit ( E-Permit – S.No- 110000691553) has been issued along with identified six direction hazard during execution of job. 3) Proper training of material handling has been provided to IP and training records were a,,LTI,2021.0
Orange Stripe # 38 English.pdf,FY-21,Orange Stripe,38 / FY-21,,,,,,,,,,,,,,,,1) All vendor employees to be instructed not to go beyond the working platform in any case and follow Material handling Standard. 2) Training on Material Handling standard to be imparted to all concerned employees. 3) Always ensure ‘BE CLEAR STAY CLEAR’ concept during material handling.,LTI,2021.0
Orange Stripe # 33 English.pdf,FY-21,Orange Stripe,33/FY-21,19/07/2020 Time: 9:10 AM,9:10 AM,Finishing Mill Stand No - 3,"Mills mechanical Maintenance, HSM",Mechanical Maintenance,LTI case of a contractor employee,Minor fracture in right collar Bone,Contractor,,,"R1 (C4, F2)",,Yes,,,,LTI,2021.0
Orange Stripe # 32 English.pdf,FY-21,Orange Stripe,32/FY-21,26/07/2020 Time: 7:40 PM,7:40 PM,Dome valve area below De-dusting ESP,Iron Making Mechanical Maintenance,SP-2,LTI of company employee,Fracture in left hand ring finger and cut mark in middle finger,Company,,,"R2 (C3, F2)",,No,,,,LTI,2021.0
Orange Stripe # 32 English.pdf,FY-21,Orange Stripe,32/FY-21,,,,,,,,Contractor,,,,,,,"1. SOP (EHSMSM/ SP2/MECH/SOP-PC-02) was available for the execution of job. 2. Job was done as per ESI document with pneumatic energy isolation. 3. During trial, IP put his left hand on the arm of the dome valve by mistake. 4. Illumination provided at the area was adequate. 5. Housekeeping condition",1. Immediate communication to all company and contractor employees about the incident. 2. Safe distance to be maintained from moving parts of equipment.,LTI,2021.0
Orange Stripe# 27 English.pdf,FY-21,Orange Stripe,27/FY-21,06-07-2020 Time: 11.00 Am,11.00 Am,Press Filter 1D Platform,Water Management,Sludge De Watering Plant (SDP),LTI case of a contractor employee,Cut injury on left eye brow,Contractor,,,"R3 (C3, F3)",,No,,,,LTI,2021.0
Orange Stripe# 27 English.pdf,FY-21,Orange Stripe,27/FY-21,,,,,,,,,,,,,,,"1. SOP # WM/SDP/SOP/851/507 for the job was available on site. 2. He was not wearing Safety goggles while doing the job. 3. Permit to work was taken and found okay. 4. After the incident, Vendor did not inform to any TSL Employee about the incident, but it is not clear so far (Part of Investigation)",,LTI,2021.0
Orange Stripe# 27 English.pdf,FY-21,Orange Stripe,27/FY-21,,,,,,,,,,,,,,,,"1. Cake Cleaning tool should be always kept at the designated area of the Platform. 2. In any case, no material, including cleaning tool will be transferred from the top of the machine- one platform to another. 3. Man machine interface needs to be eliminated in this activity by innovating some idea",LTI,2021.0
Orange stripe # 26 English .pdf,FY-21,Orange Stripe,26 /FY-21,29/06/2020 Time : 11:30 PM,11:30 PM,ROM Belt conveyor travelling pathway,Jamadoba Colliery,Jamadoba Trunk Belt,LTI of company employee,Fracture of 5th metatarsal bone of right foot,Company,,,"R3 (C3, F3)",,No,,,,LTI,2021.0
Orange stripe # 26 English .pdf,FY-21,Orange Stripe,26 /FY-21,,,,,,,,,,,,,,,1. IP was wearing almost new safety shoes. 2. There is no slip/trip/fall hazard along the pathway to ROM belt conveyor. 3. Illumination is adequate all along the travelling pathway. 4. IP is working as Fitter-Cum-Operator in this area since 2011.,1. Vertigo test is recommended for the injured person wherein he will be advised to see ENT and Medical. 2. Employees must be very careful while moving or walking along the pathway.,LTI,2021.0
Orange stripe # 24_compressed.pdf,FY-21,Orange Stripe,24/FY-21,12th July’2020 Time: 1:45 PM,1:45 PM,"Spring Steel Plant, Tarapur",Spring Steel Plant operations.,Wire drawing,LTI of a company employee,Deep cut on left hand’s four fingers,Company,,,"R2 (C3, F2)",289 Days,Yes,,,,LTI,2021.0
Orange stripe # 24_compressed.pdf,FY-21,Orange Stripe,24 /FY-21,,,,,,,,,,,,,,,"1. IP is working in operations as multiskilled operator and has 17 years of experience. 2. He was wearing the mandatory PPEs i.e. leather hand gloves, safety helmet, safety goggles & safety shoes. 3. There was no need to handle / guide the coil end rings with hand. 4. This area is under CCTV camera.",. Recommendations: 1. Work on process of touch free operation in wires. 2. SOPs & HIRA documents to be revisited and hazards to be identified. 3. Providing fool proof safety guards with interlock to avoid similar incidents.,LTI,2021.0
Orange Stripe# 23 English_compressed.pdf,FY-21,Orange Stripe,23/FY-21,26-06-2020 Time: 12.00 Noon,12.00 Noon,Waste Gas Fan Building (Sinter Plant # 1),Engineering Services,BIM,LTI case of a contractor employee,Cut injury on left arm,Contractor,,,"R2 (C3, F2)",826,No,,,,LTI,2021.0
Orange Stripe# 23 English_compressed.pdf,FY-21,Orange Stripe,23/FY-21,,,,,,,,,,,,,,,1. SOP # ES/BIM/751/446/04.01 for the job was available on site and was followed by the workmen while executing the job. 2. He was wearing all essential PPE’s while doing the job. 3. Permit to work was taken and found okay.,1. Revisit and review adequacy of SOP(s) related to similar height works. 2. Retraining of the employees for roof sheet changing activity. 3. Review the position of anchoring hole to eliminate recurrence of such incident in future. 4. Review how much area will be safe to barricade at ground level fo,LTI,2021.0
Orange Stripe #16 English_compressed.pdf,FY-21,Orange Stripe,16 /FY-21,08.06.2020 Time: 02:45 PM,02:45 PM,Slag road gate near Tyre Wash area,Slag Processing Plant (SPP),,Fire incident in dumper,,,,,R3,,No,,,,LTI,2021.0
Orange Stripe #16 English_compressed.pdf,FY-21,Orange Stripe,16 /FY-21,,,,,,,,,,,,,,,"1. Vehicle was parked by the side of the road and scotch blocks were applied. 2. Vehicle ignition was in switched off condition, but ignition key was not removed. 3. Vehicle age was approx. 8 years. 4. Driver was having valid gate pass and driving license. 5. Driver is JNTVTI certified. 6. Driver is",1. Communication of Incident among all working agencies of IBMD. 2. Periodic maintenance of the vehicle to be ensured.,LTI,2021.0
Orange Stripe # 14 English_compressed.pdf,FY-21,Orange Stripe,14 /FY-21,12.05.2020 Time: 05:15 PM.,05:15 PM,Near punching line of F blast furnace,Hot Metal Logistics,,LTI case of Contractor employee,Injury on right knee,Contractor,,,,399 days,Yes (but i,,,,LTI,2021.0
Orange Stripe # 14 English_compressed.pdf,FY-21,Orange Stripe,14/FY-21,,,,,,,,,,,,,,,"1. The scotch blocks were found ok, having handles. 2. His right knee was below the ladder of Torpedo # 6, which he did not notice. 3. It also appears that he was not keeping his leg positions correctly.","1. While fixing/removing scotch blocks, ground crew must ensure that they keep their body away and use long handle hooks. 2. Ground crews must hold the handle of the scotch blocks, Keep away their other body parts (except hand) to fix or remove the scotch blocks from the wheels of loco/TLC. 3. Revie",LTI,2021.0
Orange Stripe # 10 TSTH_compressed.pdf,FY-21,Orange Stripe,,22.05.2020,,,,,,,,,,,,,,,,LTI,2021.0
Orange Stripe#5_Eng.pdf,FY-21,Orange Stripe,05/FY-21,25/04/2020 Time : 12:10 AM.,12:10 AM,West Bokaro coal yard in front of crusher house,,"Production (Material Handling), HMC",LTI case of Contractor employee,Fracture on left ankle,Contractor,,,,1360,No,,,,LTI,2021.0
Orange Stripe#5_Eng.pdf,FY-21,Orange Stripe,05/FY-21,,,,,,,,,,,,,,,1. Work permit for the job was taken at the beginning of shift. 2. Safety briefing was made. 3. The IP was found wearing PPEs as required for the job. 4. Excavator inspection check-list was not found. 5. Vehicle was placed on ground level at the bottom of coal heap 6. Party was working alone. 7. Ill,1. Refresher training to be given to all concerned employees for safe maintenance of vehicles 2. JCC of the job to be done and SOP to be modified accordingly. 3. Vehicle platform to be made safer to access for its maintenance. 4. Always ensure two persons are accompanied for such vehicle maintenance,LTI,2021.0
Orange Stripe#88_English.pdf,FY-20,Orange Stripe,88/FY-20,25.03.2020 Time: 06:15 AM,06:15 AM,Project Office,Security,,LTI of a contractor employee,Hairline fracture in right leg,Contractor,,,: R3,632 days,No,,,,LTI,2020.0
Orange Stripe#88_English.pdf,FY-20,Orange Stripe,88/FY-20,,,,,,,,,,,,,,,,1. Communication on slip trip fall to all Out sourced security personals. 2. Awareness session for all concern to be conducted.,LTI,2020.0
Orange Stripe#72_English.pdf,FY-20,Orange Stripe,72/FY-20,04.01.2020,03:15PM,"Material Storage yard, CRM",E&P-TSK,,LTI of a contractor employee,Hairline crack in right leg near foot,Contractor,,,,931,Y (Visibil,,,,LTI,2020.0
Orange Stripe#72_English.pdf,FY-20,Orange Stripe,72/FY-20,,,,,,,,,,,,,,,"1. Improper sequence of material unloading 2. Before unloading of last load, stability of materials of previous load was not checked and IP stepped on unstable material at ground resulting in tilting of bracing 3. Improper material storage was found in yard.","1. Equal attention to be given for both critical and non-critical activities 2. After unloading of materials, stability should be checked prior to unloading further materials. 3. Proper material unloading sequence to be followed.",LTI,2020.0
Orange Stripe#17.pdf,FY-20,Orange Stripe,17/FY-20,06 May 2019,,"Downstream Operations Packaging, Trostre Works,",,,Failure of Heppenstahl Tongs,"No injury,",,,,,,,A crane driver was in the process of carrying out a routine lift in the Batch Annealing Bay and had lowered set ALT 14 tongs onto the rack to put a coil into Base 31. As he began to take the weight of the coil he heard a loud bang and observed the coil release back onto the rack. A second operator w,,,LTI,2020.0
Orange Stripe#17.pdf,FY-20,Orange Stripe,17 /FY-20,,,,,,,,,,,,,,,, Review the inspection and testing regime for all lifting accessories to include Non-Destructive Testing methods to complement our current inspections.  Investigate the introduction of an end of life date approach for lifting accessories  Define the type of lifting accessory that require an end o,LTI,2020.0
Red Stripe_NSH MSP r1 - 17012019.pdf,FY-20,Red Stripe,,17.01.2019 Time: 8.45 am,8.45 am,"NatSteel, Singapore",Meltshop,Ladle Furnace,"Caught between object causing multiple fracture and chest contusion,",Multiple fracture and chest contusion,,,,,,,,1. Lack of communication 2. Inadequate positive isolation 3. Inadequate work procedure,,Fatal,2020.0
"Orange Stripe#102-FY26-SMS-II, TSM-Odia- 22 Feb'26.pdf",FY-26,Orange Stripe,,,,,,,,,,,,,,,,,,LTI,2026.0
"Orange Stripe#102-FY26-SMS-II, TSM-English- 22 Feb'26.pdf",FY-26,Orange Stripe,102/FY-26,22-02-2026 Time: 08:30 PM,08:30 PM,"SMS-2 conar Shell 1, main roof parking platform","SMS-2, TSM",,LTI of a contract employee,Fracture in right foot,Contractor,M/s Lucky Minerals Pvt Ltd,4 Star,"Yellow Risk (C3, L4)",157 days,No,,,,LTI,2026.0
"Orange Stripe#102-FY26-SMS-II, TSM-English- 22 Feb'26.pdf",FY-26,Orange Stripe,102/FY-26,,,,,,,,,,,,,,,1. Slag and metal stickers found accumulated at main roof parking platform. 2. Jam was formed due to water leakage in main roof.,1. Area Housekeeping should be maintained for easy access to roof parking platform. 2. Robotics or Mechanized tools and equipment should be explored to execute the jam cleaning job.,LTI,2026.0
Orange Stripe#101-FY26-CMM- TSM-Odia- 03 Feb'26.pdf,FY-26,Orange Stripe,,୦୩-୦୨-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#101-FY26-CMM-TSM-English- 03 Feb'26.pdf,FY-26,Orange Stripe,101/FY-26,03-02-2026 Time: 01:00 PM,01:00 PM,RHF3 (Reheating Furnace 3) mixing station below mixing drum,"Central Maintenance Planning, HSM-TSM",,LTI of a contract employee,Asphyxiation due to gas exposure,Contractor,M/s SGB Scaffolding and Industrial Services,3 Star,"Red Risk (C4, L4)",76 days,No,,,,LTI,2026.0
Orange Stripe#101-FY26-CMM-TSM-English- 03 Feb'26.pdf,FY-26,Orange Stripe,101/FY-26,,,,,,,,,,,,,,,"1. Permit to Work (PTW) procedure not followed. Verbal communication was done to remove people rather than returning the PTW. 2. The incident exposes shortcomings in alarm response, communication flow, and compliance with gas safety standards. 3. Three gas detectors registering elevated CO levels of","1. If any gas detector alarms, all personnel must evacuate the area at once and surrender the active Work Permit. No work is permitted to continue under any circumstances. 2. Gas pipelines integrity (in terms of thickness, leakages & soft spots) as identified during inspection should be changed and",LTI,2026.0
Orange Stripe#103-FY26-HRM TSJ-Odia- 18 Feb'26.pdf,FY-26,Orange Stripe,,୧୮-୦୨-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#103-FY26-HRM TSJ-English- 18 Feb'26.pdf,FY-26,Orange Stripe,103/FY-26,18-02-2026 Time: 08:00 AM,08:00 AM,CRM Bara Canteen,"CRM Bara, TSJ",,LTI of a contract employee,Burn injury on right leg,Contractor,M/s Shaurya Inn,3 Star,"Yellow Risk (C3, L4)",,No,,,,LTI,2026.0
Orange Stripe#103-FY26-HRM TSJ-English- 18 Feb'26.pdf,FY-26,Orange Stripe,103/FY-26,,,,,,,,,,,,,,,1. Tea pouring utensils slipped from handler’s hand during pouring. 2. Illumination of kitchen area was found adequate. 3. Standard Operating Procedure (SOP) was not available for ‘Hot liquid handling’.,"1. Utensils with insulated, non-slip handles shall be used for all hot liquid/material pouring activities. 2. Develop & Implement SOP for safe handling of hot substances in canteen. 3. Ensure all concerned staff receive adequate training on SOP.",LTI,2026.0
"--Orange Stripe#99-FY26-Coke Plant, TSJ-Odia- 23 Jan'26.pdf",FY-26,Orange Stripe,,୨୩-୦୧-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
"Orange Stripe#99-FY26-Coke Plant, TSJ-English- 23 Jan'26.pdf",FY-26,Orange Stripe,99/FY-26,23-01-2026 Time: 11:15 AM,11:15 AM,Battery 10 Oven Top,"Technical Services, Coke Plant, TSJ",,LTI of a contract employee,Burn injury in both ankle,Contractor,M/s S.H Construction Co,3 Star,"Yellow Risk (C3, L4)",577 days,No,"On January 23, 2026, Matt Brick lining was planned in Oven 1053. During preparatory activities, the Injured Person (IP) went behind the AP to fix the fall arrestor. While doing so, his FR jacket got entangled with the AP heat shield, causing him to lose balance and strike a nearby LP steam valve han",,,LTI,2026.0
"Orange Stripe#99-FY26-Coke Plant, TSJ-English- 23 Jan'26.pdf",FY-26,Orange Stripe,99/FY-26,,,,,,,,,,,,,,,"1. Ball valve was there in this steam hose pipe and nozzle, whereas in some other cases Globe valves are there.",1. Aluminized leg guard and fire retardant trouser should be used by all persons associated at oven top job.,LTI,2026.0
-Orange Stripe#100-FY26-BF2 TSK-Odia- 27 Jan'26.pdf,FY-26,Orange Stripe,,୨୭-୦୧-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#100-FY26-BF2 TSK-English- 27 Jan'26.pdf,FY-26,Orange Stripe,100/FY-26,27-01-2026 Time: 11:30 AM,11:30 AM,Cast House de-dusting area,Blast Furnace-2,,LTI of a contract employee,Cut injury in left eye,Contractor,M/s Zenith Engg. Co.,4 Star,"Yellow Risk (C3, L4)",334 days,No,,,,LTI,2026.0
Orange Stripe#100-FY26-BF2 TSK-English- 27 Jan'26.pdf,FY-26,Orange Stripe,100/FY-26,,,,,,,,,,,,,,,1. IP was using chisel and hammer to remove the cotter pin from the chain link assembly. 2. IP was wearing safety goggles while working.,"1. The bent section of the cotter pin should be removed through gas cutting, followed using a 4mm diameter punch to hammer it out. 2. A face shield, along with safety goggles, must be worn during this procedure.",LTI,2026.0
Orange Stripe#95-FY26-IBMD Tinplate-Odia- 08 Jan'26.pdf,FY-26,Orange Stripe,,୦୮-୦୧-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#95-FY26-IBMD Tinplate-English- 08 Jan'26.pdf,FY-26,Orange Stripe,95/FY-26,08-01-2026 Time: 03:33 PM,03:33 PM,Secondary scrap yard,IBMD TSJ,,LTI of a contract employee,Left hand pressed in between the press,Contractor,M/s Gaylord Engineering Works,3 Star,"Yellow Risk (C3, L4)",,Yes,"On 08 January 2026, the Injured Person (IP) was engaged in drum ring straightening work on a sheet straightening machine. During the straightening operation, the IP’s left hand, while wearing gloves, was pulled in and trapped between the machine rolls. Immediately, a co‑worker switched off the machi",,,LTI,2026.0
Orange Stripe#95-FY26-IBMD Tinplate-English- 08 Jan'26.pdf,FY-26,Orange Stripe,95/FY-26,,,,,,,,,,,,,,,"1. Local switch available with the machine is at left side, and IPs left hand was entrapped in between the rolls. 2. Site supervisor was not present at the site at the time of incident.",1. Emergency stop (E‑stop) buttons should be installed at easily reachable points on both sides of the machine. 2. Fixed or interlocked guards should be installed around the roll‑nip area to prevent any part of the body from entering the danger zone during machine operation.,LTI,2026.0
Orange Stripe#97-FY26-Coke Plant E&P TSJ-Odia-20 Jan'26.pdf,FY-26,Orange Stripe,,୧୩-୦୭-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#97-FY26- Coke Plant E&P TSJ-English- 20 Jan'26.pdf,FY-26,Orange Stripe,97/FY-26,20-01-2026 Time: 08:40 PM,08:40 PM,6A/6B chimney raft at -8 meter,Coke Oven Battery 6A & 6B,,LTI of a contract employee,Facio-maxillory trauma left side,Contractor,M/s Larsen & Toubro Ltd,2 Star,"Red Risk (C4, L4)",6 days,No,,,,LTI,2026.0
Orange Stripe#97-FY26- Coke Plant E&P TSJ-English- 20 Jan'26.pdf,FY-26,Orange Stripe,97/FY-26,,,,,,,,,,,,,,,"1. The boom placer operator resumed the casting operation remotely while standing near the outrigger, from where the concrete pouring point was not visible (not in the line of sight). 2. The boom placer operator activated 4–5 strokes to clear a concrete jam, which caused a sudden jerk of the elephan",1. Never begin or resume work without confirming that all personnel are in safe positions. 2. Maintain clear communication and line of sight before operating any equipment.,LTI,2026.0
-Orange Stripe#98-FY26- OMQ PP-2 RM-Odia- 24 Jan'26.pdf,FY-26,Orange Stripe,,୨୪-୦୧-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#98-FY26- OMQ PP-2 RM-English- 24 Jan'26.pdf,FY-26,Orange Stripe,98/FY-26,24-01-2026 Time: 03:30 PM,03:30 PM,"Scrap Yard, Logistics","Processing Plant-2, Noamundi",,LTI of a contract employee,Cut injury in left palm near index and middle finger,Contractor,M/s Kamala Electrical Stores,4 Star,"Yellow Risk (C3, L4)",1977 days,No,,,,LTI,2026.0
Orange Stripe#98-FY26- OMQ PP-2 RM-English- 24 Jan'26.pdf,FY-26,Orange Stripe,98/FY-26,,,,,,,,,,,,,,,"1. Due to uneven displacement of the cylinders on both sides, a sudden jerk occurred, and the IP’s hand got entrapped.","1. Tail‑lift platform should be operated only using designated handles and control switches, and no part of the body should come in contact with hydraulic cylinders. 2. Environment Health & Safety (EHS) Risk assessment for tail lift truck operation should be strengthened. .",LTI,2026.0
"Orange Stripe#93-FY26-FAP Jajpur, RM- English- 07 Jan'26.pdf",FY-26,Orange Stripe,93/FY-26,07-01-2026 Time: 09:45 AM,09:45 AM,Mechanical Workshop,FAP Jajpur,,LTI of a contract employee,Hairline fracture in nasal bone,Contractor,M/s Annapurna Enterprises,3 Star,"Yellow Risk (C3, L4)",,No,,,,LTI,2026.0
"Orange Stripe#93-FY26-FAP Jajpur, RM- English- 07 Jan'26.pdf",FY-26,Orange Stripe,93/FY-26,,,,,,,,,,,,,,,1. Illumination was found good at the spot of incident. 2. Lever lock pin have broken and came out from the groove.,"1. All critical safety components, mechanical interlocks and locking arrangements should be checked periodically. 2. SOPs and HIRA must explicitly address equipment condition, wear-related hazards, and safe maintenance practices. 3. All Aging equipment preventive maintenance should be done periodica",LTI,2026.0
Orange Stripe#94-FY26-Logistics TSJ-English- 07 Jan'26 (1).pdf,FY-26,Orange Stripe,94/FY-26,07-01-2026 Time: 06:10 AM,06:10 AM,On road near IM section road bus stand,Logistics Operation TSJ,,LTI of a company employee,Abrasion on right Knee,Company,,,"Blue Risk (C3, L3)",306 days,No,,,,LTI,2026.0
Orange Stripe#94-FY26-Logistics TSJ-English- 07 Jan'26 (1).pdf,FY-26,Orange Stripe,94/FY-26,,,,,,,,,,,,,,,1. A pit hole was found on the roadway. 2. Water was observed seeping through the road surface from beneath. 3. A Cast Iron water pipeline is laid beneath the road and has developed a puncture.,1. Hard barricading should be installed around the pit holes to prevent accidents. 2. Movement of vehicles through the affected pit hole area should be strictly prohibited until repairs are completed.,LTI,2026.0
Orange Stripe#94-FY26-Logistics TSJ-Odia- 07 Jan'26 (1).pdf,FY-26,Orange Stripe,,୧୦-୦୩-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#90-FY26-ENG.pdf,FY-26,Orange Stripe,90/FY-26,13-12-2025 Time: 07:50 PM,07:50 PM,"5EL/6Dip, 13S/10 Seam",Sijua Colliery,,LTI of a company employee,Fracture in left-hand little finger,Company,,,"Blue Risk (C3, L3)",670 days,No,,,,LTI,2026.0
Orange Stripe#90-FY26-ENG.pdf,FY-26,Orange Stripe,90/FY-26,,,,,,,,,,,,,,,,1. Explore the possibilities of change in the type of gloves being used in drilling activities which does not entangle with drill rod. 2. Discuss with Original Equipment Manufacturer (OEM) to increase the gap between trigger/lever with handle of the drill machine.,LTI,2026.0
Orange Stripe#91-FY26-RMHS TSK-Odia-31 Dec'25 r1.pdf,FY-26,Orange Stripe,,୩୧-୧୨-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#91-FY26-RMHS TSK-English-31 Dec'25.pdf,FY-26,Orange Stripe,91/FY-26,31-12-2025 Time: 8:05 AM,8:05 AM,"Hybrid Wagon Tippler, TCC-1 conveyor receiving chute","Mechanical Maintenance, RMHS",,LTI of a contract employee,Fracture at right lower leg,Contractor,M/s S D Construction,3 Star,"Yellow Risk (C3, L4)",139 days,No,,,,LTI,2026.0
Orange Stripe#91-FY26-RMHS TSK-English-31 Dec'25.pdf,FY-26,Orange Stripe,91/FY-26,,,,,,,,,,,,,,,1. Receiving chute was having built up material at corners. 2. Approach to job location was filled with slurry material.,1. Complete removal of chute build‑up material should be ensured before permitting human entry. 2. Pre job risk assessment should be followed for every job.,LTI,2026.0
Orange Stripe#92-FY26-Blooming Mill TSG-Odia- 01 Jan'26- r2.pdf,FY-26,Orange Stripe,,୦୧-୦୧-୨୦୨୬,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#92-FY26-Blooming Mill TSG-English-01 Jan'26.pdf,FY-26,Orange Stripe,92/FY-26,01-01-2026 Time: 08:30 PM,08:30 PM,"Cradle 27, dispatch site","Blooming Mill, Gamharia",,LTI of two contract employees,Foot toes crush injury,Contractor,M/s Jose Brothers,3 Star,"Red Risk (C4, L4)",599 days,Yes,,,,LTI,2026.0
Orange Stripe#92-FY26-Blooming Mill TSG-English-01 Jan'26.pdf,FY-26,Orange Stripe,92/FY-26,,,Cradle-27,,,,,,,,,,,,1. Two out of three vertical supporting arm of cradle was found broken from the welded joints. 2. The cradle was fabricated inhouse using the internal fabrication facility.,1. All welding joints of the cradles should be checked immediately. 2. All similar in‑house fabricated cradles showing any signs of damage should be removed from service immediately and inspected at the site to prevent recurrence of such incidents. 3. Ensure that all cradles and similar storage bins,LTI,2026.0
Orange Stripe#88-FY26-SS TSM-Odia-01 Dec'25.pdf,FY-26,Orange Stripe,,୦୧-୧୨-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#88-FY26-SS TSM-English-01 Dec'25.pdf,FY-26,Orange Stripe,88/FY-26,01-12-2025 Time: 10:00 AM,10:00 AM,Conarc Slag pit-2 right side wall,"MRSS 2, Project & Plant Services, TSM",,LTI of a contract employee,Injury on head and shoulder,Contractor,M/s JKS Engineering,4 Star,"Red Risk (C4, L4)",244 days,Yes,,,,LTI,2026.0
Orange Stripe#88-FY26-SS TSM-English-01 Dec'25.pdf,FY-26,Orange Stripe,88/FY-26,,,,,,,,,,,,,,,"1. There are gaps in 9-meter platform by design as this is needed for lateral movement of shell during operation. 2. During concreting, safety nets were not used.",1. All visible hangings should be cleared before starting of job. 2. Proper housekeeping should be done on roof/ slab to avoid any possibility fall of object. 3. Net fixing should be done for additional safeguard to avoid any fall of object.,LTI,2026.0
Orange Stripe#89-FY26-TSM Logistics-Odia-20 Dec'25.pdf,FY-26,Orange Stripe,,,,,,,,,,,,,,,,,,LTI,2026.0
Orange stripe#89-FY26-TSM Logistics-English-20 Dec'25.pdf,FY-26,Orange Stripe,89/FY-26,20-12-2025 Time: 03:10 PM,03:10 PM,J21 Junction House Staircase.,TSM Logistics,,LTI of a contract employee,Fracture in right ankle,Contractor,M/s Lucky Minerals Private Limited,4 Star,"Red Risk (C4, L4)",84 days,No,,,,LTI,2026.0
Orange stripe#89-FY26-TSM Logistics-English-20 Dec'25.pdf,FY-26,Orange Stripe,89/FY-26,,,,,,,,,,,,,,,"1. IP was holding shovel in one hand. 2. The weld between the stair runner channel and the bottom supporting angle had deteriorated due to rusting, causing the step to give way.",1. Three‑point contact should be maintained at all times while ascending or descending staircases. 2. Structural integrity of staircases and platforms should be inspected regularly and rectified as per observations. 3. All repaired or replaced structural components should be painted before being put,LTI,2026.0
Orange Stripe#67-FY26-IMMM TSJ-Odia-26 Sep'25.pdf,FY-26,Orange Stripe,,୨୬-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#67-FY26-IMMM TSJ-English-26 Sep'25.pdf,FY-26,Orange Stripe,67/FY-26,26-09-2025 Time: 05:05 PM,05:05 PM,F- BF PCI signal near punching station,"Shared Services, TSJ","A-F Blast Furnace, Mechanical Maintenance",LTI of a company employee,Swelling on left ankle,Company,,,"Yellow Risk (C3, L4)",298 days,Yes,,,,LTI,2026.0
Orange Stripe#67-FY26-IMMM TSJ-English-26 Sep'25.pdf,FY-26,Orange Stripe,67/FY-26,,,,,,,,,,,,,,,"1. The punching area is generally crowded during shift end, with high pedestrian and vehicle movement observed. 2. Both drivers appeared distracted and inattentive while turning.","1. Emphasize the importance of defensive driving, especially in high-traffic zones. 2. Conduct regular awareness sessions for employees and vendor drivers on safe driving practices and attentiveness.",LTI,2026.0
Orange Stripe#64-FY26-Security TSG-Odia-21 Sep'25.pdf,FY-26,Orange Stripe,,୨୭-୦୬-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#64-FY26-Security TSG-English-21 Sep'25.pdf,FY-26,Orange Stripe,64/FY26,21-09-2025 Time: 3:00 AM,3:00 AM,"Pellet Plant, TSG",Security,,LTI of a contract employee,Blunt injury on right knee joint,Contractor,M/s ISMS,,"Yellow Risk (C3, L4)",84 days,Yes,,,,LTI,2026.0
Orange Stripe#64-FY26-Security TSG-English-21 Sep'25.pdf,FY-26,Orange Stripe,64/FY26,,,,,,,,,,,,,,,1. Boundary wall found to be of low height. 2. Illumination was found inadequate at the incident site.,"1. Illumination in vulnerable areas should be improved, especially near the ash pond and boundary wall. 2. Boundary wall should be constructed across the premises. 3. Restore patrolling roads by removing sludges and ensuring proper drainage. 4. Increase surveillance and frequency of patrols in high-",LTI,2026.0
Orange Stripe#65-FY26-Wire division-Odia- 27- Sep'25.pdf,FY-26,Orange Stripe,,୨୭-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
