File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
Orange Stripe#20-English-Scientific Services.pdf,FY-23,Orange Stripe,20/FY-23,05/06/2022 Time: 1:40 P.M.,1:40,Near Punching Machine of RAC#3 Lab,Scientific Services,Chemical Lab (RAC#3),LTI of company employee,Mild Contusion with Tenderness Left Ankle,Company,,,"Blue (C3, L3)",122 Days,No,"? Injured Person (IP) was coming to join his B shift duty from his home. Party entered through L-Town Gate Sakchi and following SP#1 road reached RAC#3 Lab Punching M/c. After reaching, while he was climbing down from his bike, his left leg got twisted, resulting in a sprain injury. IP attended West",,,LTI,2023.0
Orange Stripe#20-English-Scientific Services.pdf,FY-23,Orange Stripe,20/FY-23,,,,,,,,,,,,,,,,1. Advised all concerned to take care while climbing down /up from bike/ two-wheeler.,LTI,2023.0
Orange Stripe#19-English-TSK.pdf,FY-23,Orange Stripe,19/FY-23,27/05/2022 Time: 11:45 AM,11:45 AM,"Plant Dedusting Fan, Sinter Plant","Mechanical Maintenance, Sinter Plant",,LTI of contractor employee,Right hand finger injury during plant dedusting fan vibration measurement,Contractor,M/s S. K. Bose,3 Star,"(C3, L3)",808 days,No,,,,LTI,2023.0
Orange Stripe#19-English-TSK.pdf,FY-23,Orange Stripe,19/ FY-23,,,,,,,,,,,,,,,1. Protection guards of coupling and cooling disc were in place. 2. SOP (Standard Operating Procedure) was available at site and hazards were mapped in it. 3. IP is a Fitter Grade-1 employee with 5 months experience in TSK.,"1. During online cleaning/condition monitoring/sampling, the rotating or projected part of equipment must be guarded. 2. Adequacy of all existing guards to be checked. 3. Every department must have list of jobs on running equipment’s (SOP & risk-assessment needs to be revisited for similar type of j",LTI,2023.0
Orange Stripe#18-English-TSM.pdf,FY-23,Orange Stripe,18/FY-23,28.05.2022 Time: 10:45 AM,10:45 AM,BF-1 Slag Granulation Plant (SGP),Blast Furnace #1 Mechanical,,LTI incident of Contractor Employee,Crack observed in Right leg Knee,Contractor,M/s. M-Tech,3,"C3, L2",104,No,,,,LTI,2023.0
Orange Stripe#18-English-TSM.pdf,FY-23,Orange Stripe,18/ FY-23,,,,,,,,,,,,,,,,1. Installation of pointer at overhead crane for proper positioning of hydro motor. This will reduce man machine interface. 2. Using a safety guard in the working position of hydro motor. It will keep the working person at a safe distance from hydro motor.,LTI,2023.0
Orange Stripe#13 TGS E&P English.pdf,FY-23,Orange Stripe,13/FY-23,06.05.2022 Time: 06:45 AM,06:45 AM,Structural Fabrication Shed,"ISB, Tata Growth Shop",,LTI of a contractor employee,Right leg Knee – Blood clotting (Pre-patellar Haematoma),Contractor,M/s TRF Limited,,"Blue Risk (C3, L3)",64,Yes,,,,LTI,2023.0
Orange Stripe#13 TGS E&P English.pdf,FY-23,Orange Stripe,13/ FY-23,,,,,,,,,,,,,,,1. IP was wearing required PPEs. 2. Plate was having multiple projections which led to tripping hazard. 3. IP was inattentive.,1. Existing damaged trench cover to be replaced. 2. All trench covers to be reviewed for tripping hazard. 3. Training and awareness session on Slip/Trip/Fall.,LTI,2023.0
Orange Stripe#14-English-TSM-CO.pdf,FY-23,Orange Stripe,14 /FY-23,14/05/2022 Time: 04:30 PM,04:30 PM,Bench Gallery Oven no.161,Coke oven #2 (Battery Anchorage),,LTI of a contractor employee,Fracture in right foot,Contractor,M/s S.S.E. CONTRACTS PVT LTD,3,"Blue Risk (C3, L3)",242,NO,,,,LTI,2023.0
Orange Stripe#14-English-TSM-CO.pdf,FY-23,Orange Stripe,14 / FY-23,,,,,,,,,,,,,,,"1. Work permit and Standard Operating Procedure was available. 2. Tool box talk for the job was done. 3. While lifting the material, it got unbalanced.",1. Frame to be modified so that it can be handled through mechanical arrangement and use of hands can be avoided. 2. Training and awareness session for work standard to be organized in the department and 100% coverage to be ensured.,LTI,2023.0
Orange Stripe #07-English-TSM DRI Plant.pdf,FY-23,Orange Stripe,07/FY-23,27-04-2022 Time: 07:45 AM,07:45 AM,Dust Silo#1 HMDC Platform,DRI (Direct reduced iron),,LTI of a company employee,Fracture at Right Foot Ankle,Company,,,"Blue Risk (C3, L3)",124 days,No,,,,LTI,2023.0
Orange Stripe #05-English-Jamadoba.pdf,FY-23,Orange Stripe,05/FY-23,11.04.2022 Time: 12:45 AM,12:45 AM,Landing area/XVII Seam,Jamadoba Colliery,250 HP haulage area,LTI of a company employee,Fracture in his right hand ring finger,Company,,,"Blue Risk (C3, L3)",186,No,,,,LTI,2023.0
Orange Stripe #05-English-Jamadoba.pdf,FY-23,Orange Stripe,05/FY-23,,,,,,,,,,,,,,,1. Person was roof dressing standing under supported roof and under the supervision of supervisor. 2. Housekeeping of the area was found good. 3. The IP was using all required PPE. 4. Standard Operating Procedure training was given to IP and he was one of the experienced stone cutters. 5. Before com,1. JCC to be conducted for site specific roof dressing operation.,LTI,2023.0
Orange Stripe# 87 English.pdf,FY-21,Orange Stripe,87 /FY-21,17.03.2021 Time: 06:30 PM,06:30 PM,"Dribble conveyor 1D, near intermediate stock pile house","OMQ Projects Crushing & Washing Plant, Khondbond Iron Mine",,LTI of a contractor employee,Left hand finger and wrist injury,Contractor,M/s GIB Engineering Enterprises,,"R1 (C4, F2)",5,No,,,,LTI,2021.0
Orange Stripe# 87 English.pdf,FY-21,Orange Stripe,87/FY-21,,,,,,,,,,,,,,,"1. Work permit for the job was not available at the incident site. 2. Positive isolation was not done before starting the job. 3. Pull Cord, Belt Sway switch and tail pulley guard was not provided in dribble conveyors. 4. Illumination at incident site was inadequate. 5. IP was using all required PPE",,LTI,2021.0
Orange Stripe# 87 English.pdf,FY-21,Orange Stripe,87/FY-21,,,,,,,,,,,,,,,,"1. Implementation of work permit and positive isolation standards for all the jobs to be ensured. 2. Conveyor belt guarding, pull chord, belt sway switch, pre-start announcement system, etc. in all the dribble conveyors to be provided before load trials. 3. PA system should be made 100% functional b",LTI,2021.0
RED Stripe -03 TSL(I) -  FY21 _ WB TSL (English).pdf,FY-21,Red Stripe,03/FY21,29.03.2021 Time : Around 02:40,02:40 PM,Pump House Area,"Washery 2, Coal Beneficiation",Reject Yard,Fatal incident of a company employee,,Company,,,,,,"On 29.03.2021, Deceased Person (DP) was in ‘B’ shift (2:00 PM to 10:00 PM) and was engaged for shifting of rejects (by-product of clean coal) from Washery 2. During initial routine check-up, he found low diesel level in a dumper. He tried to transfer diesel by using a plastic pipe from the tank of a",,,Fatal,2021.0
RED Stripe -03 TSL(I) -  FY21 _ WB TSL (English).pdf,FY-21,Red Stripe,03/FY21,,,,,,,,,,,,,,,• The correct Code of Practice for diesel filling through pump station was not followed by the DP. • Half inch diameter pipe and oil measuring jar were found at the incident site. • The pump house foreman was present at the site at the time of incident.,,Fatal,2021.0
Orange Stripe # 86 English_.pdf,FY-21,Orange Stripe,86 /FY-21,20.03.2021 Time: 04:30 PM,04:30 PM,Near Entrance of New BPP Control Room Building,"Coke Plant, Jamshedpur",New By Product Plant (New BPP),LTI of a company employee,Fracture on left-hand wrist,Company,,,"R3 (C3, F3)",,No,,,,LTI,2021.0
Orange Stripe # 86 English_.pdf,FY-21,Orange Stripe,86 / FY-21,,,,,,,,,,,,,,,1. IP was using all required PPEs. 2. He was communicating with employees regarding various fire incidences standing little away from the projected portion. While taking few steps towards left side he stumbled and fell. 3. Surface was found in dry condition (slippery surface was not there). 4. That,1. Awareness session on Slip/Trip/Fall hazards need to be conducted among all BPP employees. 2. Employees to be attentive while walking and be aware of six direction hazards. 3. Identification of Slip/Trip/Fall potential hazards & its rectification to be done.,LTI,2021.0
Orange Stripe #85 English_.pdf,FY-21,Orange Stripe,85 /FY-21,17.03.2021 Time: 11:20 AM,11:20 AM,Near N-Road works gate (outside works).,"Maintenance Training, Capability Development",Fluid Power,LTI of a company employee,Minor cut at lip and pain in hands.,Company,,,"R3 (C3, F3)",379,No,,,,LTI,2021.0
Orange Stripe #85 English_.pdf,FY-21,Orange Stripe,85 / FY-21,,,,,,,,,,,,,,,1. IP was using all required PPEs. 2. IP did not use his vehicle to reach Steel City Press. 3. IP had previously fractured left hand in a road accident that was treated by operation.,1. Extra care should be taken while moving a busy road on foot. 2. Vehicle should be used for movement on a busy road.,LTI,2021.0
RED Stripe - 02 _WB TSL -  FY21 _English.pdf,FY-21,Red Stripe,02/FY21,27.03.2021 Time : Around 02.00,Around 02.00 PM,LPC - Gallery No. 3,"Engineering Services & Projects, West Bokaro",Long Pipe Conveyor (LPC),Fatal incident of a contract employee,No external injury except avulsed skin on the right forearm and,Contractor,,,,,,"On 27.03.2021, in general shift, LPC was taken for trial operation by M/s Macmet Projects Team. At around 2:00 PM, LPC got tripped with pull cord near gallery number 3. One of the co-workers found injured person (IP) lying unconscious near gallery # 3. IP was brought to Tata Central Hospital, West B",,,Fatal,2021.0
RED Stripe - 02 _WB TSL -  FY21 _English.pdf,FY-21,Red Stripe,02/FY21,,,,,,,,,,,,,,,• Pull cord switch was found operated (in tripped condition). • Illumination was adequate at the incident site. • One roller was found dismantled and kept at the incident site.,,Fatal,2021.0
Orange Stripe # 83  English _.pdf,FY-21,Orange Stripe,83 /FY-21,12.03.2021 Time: 11:00 AM,11:00 AM,"Near BHEL site (Phase 2), project area","Security, TSK",,LTI of a contractor employee,Hairline fracture in right leg heel.,Contractor,M/s Security & Intelligence Services,3 Star,"R2 (C3, F2)",1512,No,,,,LTI,2021.0
Orange Stripe # 83  English _.pdf,FY-21,Orange Stripe,83/FY-21,,,,,,,,,,,,,,,1. Illumination was adequate at the incident site. 2. IP was using all required PPE’s. 3. Surface was found uneven. 4. Area hazards were already communicated during mass briefing.,1. Potential hazards to be identified and corrective actions to be taken proactively. 2. Safety briefing to be ensured before starting of duty.,LTI,2021.0
Orange Stripe # 84 English_.pdf,FY-21,Orange Stripe,84 /FY-21,11.03.2021 Time: 04:00 PM,04:00 PM,"Second Floor Cable Vault, LCSS#2, Crushing & Washing Plant",Raw Material Project - Khondbond Iron Mine (KIM),,LTI of a contractor employee,Laceration wound and a hairline fracture of the proximal phalanx of right,Contractor,M/s ATS,,"R2 (C3, F2)",210,No,,,,LTI,2021.0
Orange Stripe # 84 English_.pdf,FY-21,Orange Stripe,84/FY-21,,,,,,,,,,,,,,,1. IP was not using hand gloves. 2. IP used cable trays to climb up to attend the height job instead of using the standard working platform. 3. SWP was found at the incident site.,"1. Usage of basic PPEs to be ensured 2. Accessories like ornaments, Watches, Bangles, Bracelets etc. should not to be used by workers in electrical or similar jobs. 3. Mobile working platform or other proper means to be used during the cable laying job at height.",LTI,2021.0
Orange Stripe # 81 English_.pdf,FY-21,Orange Stripe,81 /FY-21,30.01.2021 Time: 12:30 PM,12:30 PM,Near conveyor belt C1 junction house,"Wet Processing Plant, Noamundi",Primary Crusher Circuit,LTI of a company employee,Hairline fracture of left-hand ring finger (Metacarpophalangeal joint),Company,,,"R3 (C3, F3)",159,No,,,,LTI,2021.0
Orange Stripe # 80 English.pdf,FY-21,Orange Stripe,80 /FY-21,08.02.2021 Time: 09:30PM,09:30PM,Behind Blower House,Blast Furnace,Blower House,LTI of a contractor employee,Fracture in both hand fingers,Contractor,M/s ATS (Automation & Technical Services),2 Star,"R2 (C3, F3)",451,No,,,,LTI,2021.0
Orange Stripe # 80 English.pdf,FY-21,Orange Stripe,80/ FY-21,,,,,,,,,,,,,,,1) The valve was kept temporarily on road. 2) Illumination was adequate at the incident site. 3) IP was using all required PPEs. 4) Wooden base frame was found too old and decayed.,"1) Always maintain safe distance from unstable load, not to place any body part under such load.",LTI,2021.0
Orange Stripe # 79 English.pdf,FY-21,Orange Stripe,79 /FY-21,10.02.2021 Time: 12:45 PM,12:45 PM,Maintenance yard shovel section,"Equipment Maintenance Center, Joda East Iron Mine",Equipment Section,LTI of a company employee,Hairline fracture in a third phalanx of right foot little toe,Company,,,R3,,No,"On 10.02.2021, the injured person (IP) along with his co-workers was engaged in replacement of lower track rollers of Shovel E569. While aligning to fix the last roller, the roller slid & rolled down, subsequently hitting his right foot. Immediately, he was taken to the Joda hospital for necessary t",,,LTI,2021.0
Orange Stripe # 79 English.pdf,FY-21,Orange Stripe,79 / FY-21,,,,,,,,,,,,,,,"1) The IP was using all required PPEs. 2) The IP has experience of 27 years in equipment maintenance and has executed same nature of job several times in past during Shovel Maintenance. 3) As per SOP, Chock to be engaged under roller to prevent rolling, but during execution chock shifted, resulting",1) Training to be imparted on safe handling of materials. 2) Special maneuvering fixture to be fabricated for holding the track roller where there will be provision for minor movement for alignment.,LTI,2021.0
Orange Stripe_78 English.pdf,FY-21,Orange Stripe,78 /FY-21,30.01.2021 Time: 08:00 AM,08:00 AM,Approach road to refractory shed,Engineering & Projects - Pellet Plant,,LTI of a contractor employee,Fracture in left leg ankle,Contractor,M/s Wavebit Infratech Pvt. Ltd,,"R3 (C3, F4)",670,No,,,,LTI,2021.0
Orange Stripe_78 English.pdf,FY-21,Orange Stripe,78/FY-21,,,,,,,,,,,,,,,"1. IP was using all required PPEs. 2. IP uses non-designated pathway regularly, which has undulations at various locations. 3. Visibility was adequate, as the incident happened in broad daylight.",1. Communication to be done to all workers to remain alert and take care while walking inside and outside plant. 2. Employees should follow designated pathway for approaching their workplace.,LTI,2021.0
Orange Stripe # 77 English.pdf,FY-21,Orange Stripe,77 /FY-21,03.02.2021 Time : 01:00 PM,01:00 PM,Near Diamond Crossing,"Steel Making Mechanical Maintenance, IBMD",Slag Processing Plant (SPP),LTI of a contractor employee,Fracture in right hand ring finger,Contractor,M/S Trimurty Industries,4 star,"R3 (C3, F3)",1016,No,,,,LTI,2021.0
Orange Stripe # 77 English.pdf,FY-21,Orange Stripe,77/FY-21,,,,,,,,,,,,,,,"1. IP was using all the required PPEs. 2. SOP was available, but it was not followed by IP. 3. IP was certified by JNTVTI for rigging work.","1. SOP to be revised with proper lifting plan and ensure continuous supervision at site. 2. In any case, Never stand, work or go under suspended load.",LTI,2021.0
Orange Stripe # 76 English.pdf,FY-21,Orange Stripe,76 /FY-21,22.01.2021 Time: 10:30 AM,10:30 AM,Near Ram Side Mechanical (RSM) Forman office,"Coke Plant Battery # 5,6&7",Coke Side Mechanical (CSM),LTI of a company employee,Fracture of lower jaw,Company,,,"R2 (C3, F2)",488,No,"On 22nd Jan 2021, the injured person (IP) was standing on a civil stair. While taking a turn to come down from a three-step staircase, he got unbalanced and fell onto an angle, adjacent to that stair. His face directly hit to that angle and he got a cut injury to his lower jaw. Immediately he was ta",,,LTI,2021.0
